,hh_id,hh_race,hh_is_latinx,hh_zip_code,hh_state,hh_income,hh_size,hh_residence_type
3298,2047755,1,2,19702,DE,11,3,7
3299,2047969,1,2,10471,NY,23,5,1
3300,2048108,1,2,19711,DE,21,4,1
3301,2048128,1,2,19804,DE,15,1,5
3302,2048380,1,2,60002,IL,18,3,1
3303,2048614,3,2,19703,DE,3,1,1
3304,2048619,1,2,19701,DE,23,3,1
3305,2048736,1,2,10463,NY,16,1,5
3306,2048918,1,2,19701,DE,19,1,1
3307,2048964,2,2,60085,IL,10,2,5
3308,2049569,1,1,10467,NY,27,2,6
3309,2049571,2,2,10468,NY,17,3,5
3310,2050395,1,2,19810,DE,26,1,1
3311,2050471,3,2,20603,MD,26,4,1
3312,2050895,1,2,22712,VA,26,5,1
3313,2051607,1,2,46368,IN,11,2,1
3314,2051760,1,2,53037,WI,23,5,1
3315,2051763,1,2,53090,WI,10,1,6
3316,2052528,1,1,78681,TX,21,2,1
3317,2052804,1,2,89433,NV,26,2,1
3318,2053293,1,2,95501,CA,11,1,1
3319,2053330,1,2,97394,OR,13,1,7
3320,2054908,1,2,94116,CA,27,4,1
3321,2055078,1,2,94112,CA,10,1,1
3322,2055161,1,2,94114,CA,19,1,5
3323,2055189,1,2,94109,CA,21,2,5
3324,2055209,1,2,95457,CA,16,2,1
3325,2055234,4,1,89439,NV,27,5,7
3326,2055325,3,2,94115,CA,27,1,6
3327,2055355,3,2,94112,CA,18,2,1
3328,2055425,3,2,94118,CA,27,3,5
3329,2055488,3,1,94108,CA,17,1,5
3330,2055541,4,1,11003,NY,21,4,3
3331,2056271,1,2,94114,CA,27,1,3
3332,2056276,1,2,94112,CA,26,4,1
3333,2056412,1,2,60099,IL,19,3,1
3334,2056518,1,1,11001,NY,27,1,1
3335,2056808,4,1,94132,CA,26,4,1
3336,2057606,3,2,94114,CA,17,1,3
3337,2057714,4,1,94131,CA,8,1,5
3338,2057892,4,2,94122,CA,26,2,5
3339,2057914,1,2,94121,CA,23,2,2
3340,2058122,4,2,94110,CA,13,2,1
3341,2058486,3,2,94112,CA,26,6,1
3342,2058919,1,2,95540,CA,10,1,1
3343,2059073,3,2,94122,CA,23,2,1
3344,2059091,2,2,94124,CA,17,2,3
3345,2059249,3,2,94132,CA,27,4,1
3346,2059272,1,2,94109,CA,23,1,5
3347,2060205,3,2,94117,CA,19,1,5
3348,2061178,1,2,78641,TX,13,2,1
3349,2061512,4,1,11572,NY,26,2,1
3350,2061849,1,2,11566,NY,27,3,1
3351,2012432,1,2,30049,GA,27,2,1
3352,2012936,1,2,54130,WI,13,4,1
3353,2013076,1,2,78602,TX,19,2,1
3354,2014050,1,2,14892,NY,16,2,1
3355,2014052,1,2,13502,NY,23,4,1
3356,2014053,1,2,13440,NY,18,2,1
3357,2018029,1,2,30240,GA,13,2,1
3358,2018704,1,2,83709,ID,19,2,1
3359,2018838,1,2,67550,KS,19,4,1
3360,2019680,2,2,46226,IN,23,1,1
3361,2020121,1,2,83709,ID,21,2,1
3362,2020281,2,2,6511,CT,26,2,3
3363,2020287,1,2,8360,NJ,19,1,3
3364,2020551,1,2,46143,IN,11,1,1
3365,2020554,1,2,46222,IN,19,1,1
3366,2020831,1,2,64012,MO,15,1,1
3367,2020938,2,2,76053,TX,27,3,1
3368,2021180,1,2,12801,NY,18,2,1
3369,2021453,1,2,46216,IN,26,2,1
3370,2021597,1,2,54660,WI,23,3,1
3371,2021777,1,2,66409,KS,16,2,1
3372,2021780,1,2,66533,KS,13,2,1
3373,2022934,1,2,30240,GA,21,2,1
3374,2023801,1,2,83705,ID,18,2,1
3375,2024124,1,2,93505,CA,19,3,1
3376,2024689,1,2,83642,ID,18,2,1
3377,2024969,1,2,59330,MT,26,4,1
3378,2036719,2,2,31211,GA,18,3,1
3379,2036884,1,2,30650,GA,11,3,1
3380,2036911,1,2,6450,CT,15,1,2
3381,2037233,1,2,33611,FL,27,1,5
3382,2037924,1,2,83616,ID,11,1,7
3383,2038248,1,2,46947,IN,26,4,1
3384,2038291,1,2,46221,IN,23,3,1
3385,2038388,1,2,48617,MI,13,1,1
3386,2038429,1,2,48030,MI,27,2,1
3387,2038559,1,2,44256,OH,17,2,5
3388,2041389,1,2,93311,CA,26,1,1
3389,2041726,1,2,46237,IN,21,1,6
3390,2042355,1,2,71953,AR,26,4,1
3391,2042418,1,2,30650,GA,13,1,1
3392,2042877,1,1,78612,TX,17,3,7
3393,2043263,1,2,22835,VA,21,3,1
3394,2043317,2,1,30274,GA,18,2,1
3395,2043682,1,2,18229,PA,13,3,1
3396,2043900,1,2,46131,IN,13,2,1
3397,2044974,1,2,93523,CA,11,4,1
3398,2045026,2,2,30294,GA,13,1,1
3399,2050853,1,2,37772,TN,21,2,1
3400,2050957,1,2,26554,WV,6,1,1
3401,2051042,2,2,30294,GA,18,5,5
3402,2051169,1,2,31088,GA,17,2,1
3403,2051171,2,2,30273,GA,19,1,1
3404,2051283,2,2,31701,GA,4,1,3
3405,2016840,1,2,7012,NJ,26,2,5
3406,2016947,1,2,33484,FL,23,2,6
3407,2017193,1,2,32780,FL,11,1,6
3408,2018137,1,2,30501,GA,16,2,1
3409,2018853,1,2,40511,KY,21,1,1
3410,2019266,1,2,98908,WA,27,3,1
3411,2019834,1,2,54488,WI,17,4,1
3412,2020165,1,2,93277,CA,19,5,1
3413,2020485,1,2,38063,TN,21,1,1
3414,2020635,1,2,49036,MI,21,4,4
3415,2021067,1,2,98903,WA,23,4,1
3416,2021216,1,2,15068,PA,19,4,1
3417,2021557,1,2,50613,IA,26,2,1
3418,2021672,1,2,59701,MT,17,4,7
3419,2021783,1,2,66762,KS,18,2,1
3420,2022239,1,2,7514,NJ,17,1,6
3421,2022782,1,1,28311,NC,16,5,1
3422,2023407,1,2,32906,FL,21,3,1
3423,2023413,1,2,34481,FL,15,1,2
3424,2023892,1,2,32920,FL,11,1,7
3425,2024767,1,2,94038,CA,23,1,1
3426,2025125,1,2,80461,CO,26,3,1
3427,2025507,1,2,10509,NY,21,3,1
3428,2026291,1,2,33415,FL,3,2,6
3429,2028750,1,2,50702,IA,17,1,1
3430,2029296,1,2,34491,FL,21,1,1
3431,2029349,1,2,30906,GA,18,2,1
3432,2030002,1,2,62097,IL,21,2,1
3433,2030448,1,2,28092,NC,15,2,1
3434,2030551,1,2,29704,SC,26,5,1
3435,2030576,1,2,30506,GA,27,3,1
3436,2030884,1,2,55446,MN,27,2,6
3437,2031079,1,2,77845,TX,21,1,1
3438,2031357,1,2,95776,CA,26,3,1
3439,2032233,1,2,33428,FL,21,4,6
3440,2032279,1,2,32796,FL,15,2,1
3441,2032922,1,2,29715,SC,23,4,1
3442,2032990,1,2,33432,FL,23,2,1
3443,2033059,1,2,46580,IN,23,2,1
3444,2033167,1,2,77845,TX,27,2,1
3445,2033316,1,2,98366,WA,27,2,1
3446,2033415,1,2,36541,AL,16,2,7
3447,2033762,1,2,33444,FL,15,1,1
3448,2033849,1,2,55369,MN,26,5,1
3449,2034264,2,1,29732,SC,21,4,1
3450,2050988,1,2,28092,NC,23,2,1
3451,2051392,1,2,36375,AL,16,1,1
3452,2051806,1,2,54750,WI,17,3,1
3453,2051818,1,2,55416,MN,13,1,1
3454,2051821,1,2,55444,MN,18,1,1
3455,2052350,2,2,75702,TX,13,1,1
3456,2053497,1,2,19311,PA,26,2,1
3457,2053716,1,2,8094,NJ,23,3,1
3458,2054168,2,2,19460,PA,10,3,3
3459,2054235,4,1,94025,CA,26,1,5
3460,2054271,4,1,94080,CA,23,4,1
3461,2054403,1,2,19465,PA,26,4,1
3462,2054771,1,2,19320,PA,18,2,1
3463,2054784,1,2,19320,PA,26,2,1
3464,2055054,1,2,94080,CA,27,2,1
3465,2055183,1,2,94015,CA,19,2,1
3466,2055316,2,2,94402,CA,18,4,1
3467,2056157,1,2,94066,CA,18,3,1
3468,2056921,1,2,94070,CA,23,2,1
3469,2057135,3,2,94080,CA,21,1,5
3470,2057155,3,2,94044,CA,19,2,1
3471,2057631,2,2,94063,CA,26,1,5
3472,2057759,1,2,94404,CA,27,4,1
3473,2057946,1,2,94010,CA,13,1,3
3474,2058000,1,2,8096,NJ,26,3,6
3475,2058015,1,2,19363,PA,27,3,1
3476,2014383,1,2,26167,WV,16,1,1
3477,2014572,1,2,54481,WI,13,2,5
3478,2014661,1,2,62906,IL,26,5,1
3479,2017964,1,2,30120,GA,27,2,1
3480,2018974,2,2,63115,MO,17,5,1
3481,2019930,1,2,62466,IL,13,2,1
3482,2020268,1,2,4855,ME,18,3,1
3483,2020963,4,1,81503,CO,17,4,1
3484,2021123,1,2,6489,CT,19,2,1
3485,2021336,1,2,28697,NC,16,1,1
3486,2021386,1,2,37206,TN,13,1,1
3487,2021674,1,2,59715,MT,15,1,1
3488,2021706,1,2,60914,IL,15,1,3
3489,2021891,1,2,81520,CO,13,2,1
3490,2022299,4,2,12550,NY,23,1,1
3491,2022300,1,2,12771,NY,10,1,6
3492,2022408,1,2,30120,GA,26,2,1
3493,2022421,1,2,30121,GA,16,2,1
3494,2023202,1,2,48317,MI,27,2,1
3495,2023984,1,2,10940,NY,27,2,1
3496,2024693,1,2,84040,UT,26,4,1
3497,2024891,1,2,12203,NY,26,1,6
3498,2024974,1,2,59714,MT,17,2,1
3499,2025663,1,2,84087,UT,23,4,1
3500,2028493,1,2,20176,VA,27,5,1
3501,2028865,1,2,63139,MO,17,2,1
3502,2029196,1,2,18069,PA,8,1,3
3503,2029502,1,2,60914,IL,19,5,1
3504,2029589,1,2,83445,ID,21,3,1
3505,2029592,1,2,84037,UT,27,4,1
3506,2029767,1,2,17821,PA,13,1,1
3507,2030325,1,2,17745,PA,21,2,1
3508,2031141,1,2,98199,WA,26,4,5
3509,2031391,1,2,98031,WA,27,2,1
3510,2031415,1,2,98075,WA,17,1,1
3511,2031678,1,2,50401,IA,13,3,1
3512,2031708,1,2,54974,WI,17,2,1
3513,2031930,1,2,5491,VT,26,3,1
3514,2032483,1,2,77833,TX,26,2,7
3515,2032608,1,2,98074,WA,17,2,1
3516,2032800,2,2,6110,CT,23,2,1
3517,2032839,1,2,13126,NY,16,2,1
3518,2033262,1,2,94526,CA,11,2,1
3519,2033590,4,1,8330,NJ,18,1,1
3520,2033810,1,2,44050,OH,17,2,1
3521,2037503,1,2,6053,CT,21,1,1
3522,2037517,1,2,6082,CT,13,1,1
3523,2037597,1,2,3051,NH,26,4,1
3524,2037992,1,1,98058,WA,27,2,1
3525,2037995,1,2,98118,WA,15,2,3
3526,2038014,1,2,62301,IL,13,1,1
3527,2038125,2,2,60901,IL,23,4,1
3528,2038593,1,2,28655,NC,13,2,1
3529,2038597,1,2,25306,WV,10,2,1
3530,2039194,4,1,18109,PA,13,2,5
3531,2039255,1,2,6109,CT,17,2,1
3532,2039293,1,2,3102,NH,17,1,1
3533,2039331,1,2,17884,PA,16,2,1
3534,2039394,3,2,94521,CA,21,3,1
3535,2041102,1,2,6010,CT,23,5,1
3536,2041104,1,2,6051,CT,3,1,1
3537,2041242,1,2,18080,PA,13,2,1
3538,2042577,1,2,6040,CT,18,1,1
3539,2042605,1,2,3103,NH,13,1,5
3540,2042700,1,2,59923,MT,6,3,7
3541,2044012,1,2,25045,WV,17,2,1
3542,2051465,1,2,39561,MS,18,2,1
3543,2051658,1,2,48066,MI,15,3,1
3544,2051723,1,2,50220,IA,27,2,1
3545,2053699,1,2,18078,PA,23,2,1
3546,2053861,1,2,6001,CT,23,1,1
3547,2054104,1,2,18052,PA,26,1,1
3548,2054240,1,2,94565,CA,27,2,1
3549,2054315,1,2,94565,CA,26,2,2
3550,2054388,1,2,94526,CA,27,3,1
3551,2054437,1,2,18101,PA,10,1,5
3552,2054618,1,2,18062,PA,11,2,2
3553,2054856,1,1,94525,CA,19,3,3
3554,2054881,1,2,94531,CA,18,2,1
3555,2054947,1,2,94509,CA,26,3,1
3556,2055055,4,1,94553,CA,27,4,1
3557,2055081,1,2,94531,CA,27,3,1
3558,2055169,1,2,94520,CA,26,2,1
3559,2055439,3,1,94507,CA,27,5,1
3560,2055463,1,2,94598,CA,21,2,1
3561,2055676,1,2,18102,PA,15,2,1
3562,2056105,1,2,8402,NJ,10,1,1
3563,2056174,1,2,94525,CA,27,3,1
3564,2056579,1,2,18102,PA,8,2,1
3565,2056795,3,2,94598,CA,26,4,1
3566,2056829,2,2,94806,CA,26,4,6
3567,2056850,1,2,94806,CA,26,5,1
3568,2057284,1,2,94513,CA,23,1,1
3569,2057310,1,2,94596,CA,26,3,1
3570,2057630,3,1,94565,CA,27,4,1
3571,2057639,1,2,94519,CA,26,2,1
3572,2057726,3,2,94598,CA,27,3,1
3573,2057740,3,2,94507,CA,27,3,1
3574,2058027,1,2,8244,NJ,15,4,1
3575,2058230,3,2,98006,WA,27,4,1
3576,2058912,1,2,94521,CA,17,4,1
3577,2058927,1,2,94509,CA,18,2,1
3578,2059278,3,2,94806,CA,26,3,5
3579,2059281,1,2,94565,CA,21,4,1
3580,2059320,3,2,94565,CA,16,3,1
3581,2059377,1,2,94805,CA,10,2,1
3582,2013058,3,2,77581,TX,23,4,1
3583,2013091,1,2,77581,TX,16,2,1
3584,2013827,1,2,61603,IL,16,1,1
3585,2014004,1,2,69341,NE,17,2,1
3586,2014664,1,2,63123,MO,16,1,1
3587,2014691,1,2,67301,KS,13,1,1
3588,2017998,1,2,30188,GA,16,1,1
3589,2018794,1,2,42420,KY,4,1,3
3590,2019423,1,2,14850,NY,16,1,6
3591,2019621,1,2,40361,KY,17,3,1
3592,2019700,1,2,47274,IN,18,3,1
3593,2020022,1,2,69361,NE,15,2,1
3594,2020112,1,2,67124,KS,21,2,1
3595,2020318,2,2,13601,NY,13,2,5
3596,2020829,1,2,63304,MO,26,3,1
3597,2021082,1,2,1129,MA,21,2,1
3598,2021313,2,2,21811,MD,18,1,1
3599,2021426,2,2,45014,OH,18,1,2
3600,2021724,1,2,61611,IL,17,2,1
3601,2022126,2,2,30012,GA,18,1,1
3602,2022190,1,2,30188,GA,10,2,1
3603,2022423,1,2,30188,GA,23,2,1
3604,2022905,1,2,30188,GA,23,4,1
3605,2022917,4,2,30012,GA,21,2,1
3606,2023180,1,2,92054,CA,17,3,7
3607,2023401,1,2,92040,CA,27,3,1
3608,2024288,1,2,92078,CA,19,2,1
3609,2028790,1,2,58075,ND,13,2,7
3610,2028846,1,2,61448,IL,17,2,1
3611,2028848,1,2,61559,IL,8,2,1
3612,2028864,1,2,63121,MO,27,5,1
3613,2029162,1,2,27520,NC,23,6,1
3614,2029262,1,2,22624,VA,21,2,1
3615,2029440,1,2,53089,WI,21,2,1
3616,2029462,1,2,59759,MT,10,2,1
3617,2029951,1,2,54901,WI,17,1,3
3618,2012097,1,2,10952,NY,21,9,1
3619,2012101,1,2,10025,NY,27,2,5
3620,2013331,1,2,10025,NY,26,2,5
3621,2014003,1,2,68601,NE,23,2,1
3622,2014064,1,2,45458,OH,26,2,1
3623,2014590,1,2,55960,MN,17,2,1
3624,2015161,1,2,61088,IL,26,2,1
3625,2015181,1,2,67206,KS,15,1,1
3626,2015387,1,2,13031,NY,18,2,1
3627,2018613,1,2,83869,ID,27,2,1
3628,2018996,1,2,68601,NE,16,2,1
3629,2019029,1,2,14221,NY,27,3,1
3630,2019387,1,2,13088,NY,18,1,1
3631,2019662,1,2,45414,OH,17,1,1
3632,2019666,1,2,45429,OH,23,1,1
3633,2019866,1,2,58270,ND,23,4,1
3634,2019967,1,2,66044,KS,18,2,1
3635,2020675,1,2,50162,IA,23,3,1
3636,2020845,2,2,66104,KS,15,1,1
3637,2020980,1,2,83835,ID,16,2,7
3638,2021439,2,2,45410,OH,26,2,1
3639,2021440,1,2,45424,OH,23,2,1
3640,2021714,2,2,61080,IL,17,2,3
3641,2021770,1,2,65803,MO,18,2,1
3642,2021788,1,2,67215,KS,11,1,1
3643,2021802,1,2,68601,NE,17,2,1
3644,2022254,1,2,10021,NY,27,1,6
3645,2022256,2,2,10026,NY,16,3,5
3646,2022785,1,2,20181,VA,26,2,1
3647,2023201,1,2,83815,ID,27,2,1
3648,2028877,1,2,65084,MO,16,2,1
3649,2028891,1,2,67206,KS,21,4,6
3650,2029377,1,2,43780,OH,17,2,1
3651,2029435,1,2,52632,IA,10,1,1
3652,2029452,1,2,55965,MN,21,4,1
3653,2029503,1,2,61107,IL,27,2,1
3654,2029730,4,1,10025,NY,19,3,5
3655,2030207,1,2,10023,NY,17,2,5
3656,2030265,1,2,14224,NY,23,2,1
3657,2030266,1,2,14225,NY,15,2,1
3658,2030280,1,2,14701,NY,26,2,1
3659,2030962,1,2,67212,KS,26,2,5
3660,2030996,1,2,76706,TX,13,6,1
3661,2031234,4,1,89406,NV,16,3,1
3662,2031242,1,2,97526,OR,26,2,1
3663,2031461,1,2,8050,NJ,17,2,1
3664,2031462,1,2,8723,NJ,21,2,1
3665,2031628,1,2,43780,OH,15,2,1
3666,2031998,1,2,13116,NY,21,5,1
3667,2032379,1,2,61107,IL,21,2,1
3668,2032429,1,2,75020,TX,15,2,1
3669,2037300,1,2,8753,NJ,8,1,1
3670,2037399,2,2,10030,NY,26,1,4
3671,2037647,1,2,14043,NY,15,2,1
3672,2037651,1,2,14224,NY,13,1,3
3673,2038377,1,2,67212,KS,27,2,1
3674,2038972,2,2,22195,VA,21,1,6
3675,2038973,1,2,22191,VA,15,1,1
3676,2039209,2,2,10025,NY,26,2,5
3677,2039214,4,2,10036,NY,10,1,5
3678,2039572,1,2,67026,KS,19,2,1
3679,2039610,1,2,55397,MN,17,5,1
3680,2041712,1,2,47032,IN,21,5,1
3681,2042751,1,2,62801,IL,13,1,1
3682,2042824,1,2,55387,MN,18,2,1
3683,2043516,1,2,8533,NJ,27,4,1
3684,2043928,1,2,67212,KS,16,1,1
3685,2044685,2,2,32641,FL,6,5,1
3686,2045421,1,2,8723,NJ,21,4,1
3687,2046580,1,2,36265,AL,26,3,1
3688,2047502,1,2,67147,KS,10,1,1
3689,2048711,1,2,14057,NY,10,1,1
3690,2059165,1,2,94577,CA,26,2,1
3691,2059171,1,2,94501,CA,21,2,1
3692,2059235,1,2,17603,PA,21,3,1
3693,2059256,3,1,94544,CA,19,2,6
3694,2059310,4,1,94538,CA,26,3,1
3695,2059333,3,1,94560,CA,3,4,1
3696,2059361,1,2,94501,CA,27,3,1
3697,2059397,2,2,94605,CA,19,2,1
3698,2059441,1,2,25123,WV,13,4,7
3699,2059504,1,2,94550,CA,21,2,1
3700,2059710,1,2,17517,PA,15,2,1
3701,2059991,1,2,94954,CA,27,3,1
3702,2060565,2,2,94580,CA,26,6,1
3703,2064115,1,2,17543,PA,26,4,1
3704,2064182,1,2,27610,NC,21,4,1
3705,2064294,2,2,36083,AL,11,2,1
3706,2064317,1,2,49684,MI,10,2,1
3707,2062623,1,2,17356,PA,17,2,1
3708,2062634,2,2,20019,DC,26,1,5
3709,2062768,3,2,95138,CA,21,1,6
3710,2063038,1,1,81240,CO,15,3,7
3711,2063292,2,2,19027,PA,23,3,1
3712,2063296,2,2,19132,PA,13,3,5
3713,2063298,2,2,19131,PA,16,2,1
3714,2063603,1,2,24088,VA,16,4,1
3715,2063913,2,2,20020,DC,23,2,6
3716,2063948,2,2,19144,PA,26,3,1
3717,2064128,1,2,19140,PA,21,3,1
3718,2064405,2,2,23310,VA,16,2,1
3719,2064414,2,2,21222,MD,13,1,1
3720,2064436,1,2,19116,PA,16,1,5
3721,2064451,1,2,19152,PA,19,5,1
3722,2064521,1,2,77546,TX,16,1,5
3723,2064804,1,2,19116,PA,3,1,5
3724,2064805,2,2,19121,PA,17,4,5
3725,2059303,1,2,94590,CA,18,1,1
3726,2059319,3,2,94591,CA,26,4,1
3727,2059846,1,2,11235,NY,21,3,1
3728,2060021,2,2,94589,CA,18,2,1
3729,2060932,2,2,11237,NY,11,1,5
3730,2061537,1,2,78748,TX,23,2,1
3731,2061751,1,2,94591,CA,21,3,1
3732,2061755,2,2,94589,CA,23,1,1
3733,2061982,1,2,43040,OH,13,1,7
3734,2062040,2,2,78723,TX,11,5,1
3735,2062344,1,2,94590,CA,13,1,1
3736,2063113,2,2,94591,CA,26,2,1
3737,2063286,2,2,35404,AL,4,1,1
3738,2064258,1,2,21713,MD,26,2,1
3739,2065574,1,2,11209,NY,27,1,5
3740,2065910,1,2,19904,DE,27,2,1
3741,2065959,1,2,47630,IN,19,3,1
3742,2066019,1,2,7823,NJ,26,4,1
3743,2058108,1,2,94401,CA,17,2,6
3744,2058297,1,2,19475,PA,27,2,1
3745,2058347,2,2,94066,CA,26,4,1
3746,2058553,1,2,8028,NJ,21,2,1
3747,2058727,1,2,19365,PA,16,1,1
3748,2058823,1,2,8071,NJ,19,1,1
3749,2059010,1,2,94403,CA,27,5,1
3750,2059046,3,2,94030,CA,27,6,1
3751,2059157,1,2,94080,CA,23,4,1
3752,2059167,1,2,94014,CA,19,3,1
3753,2059168,1,2,37716,TN,27,2,1
3754,2059413,1,2,94015,CA,26,2,1
3755,2059594,1,2,8071,NJ,26,4,1
3756,2059671,1,2,8012,NJ,13,4,1
3757,2059702,1,2,8085,NJ,23,2,1
3758,2059755,1,2,19350,PA,23,4,1
3759,2064113,3,2,94015,CA,27,2,1
3760,2061463,3,2,90670,CA,18,5,1
3761,2061620,1,2,77968,TX,18,4,7
3762,2061804,3,2,6855,CT,26,3,1
3763,2062255,4,2,90004,CA,11,2,5
3764,2062639,2,2,90047,CA,21,5,1
3765,2062642,4,2,90723,CA,26,3,1
3766,2062902,1,1,90744,CA,27,5,1
3767,2063071,4,1,91770,CA,21,4,1
3768,2063230,1,2,30135,GA,23,1,1
3769,2063407,2,2,39056,MS,26,4,1
3770,2063635,1,2,91107,CA,15,1,5
3771,2064523,1,2,76028,TX,17,1,1
3772,2065088,4,2,99208,WA,16,4,1
3773,2065512,1,2,27893,NC,16,5,1
3774,2065702,1,2,8226,NJ,23,1,1
3775,2065920,1,2,30135,GA,23,1,1
3776,2066380,1,2,41074,KY,15,2,1
3777,2066643,1,2,91767,CA,26,2,1
3778,2059960,1,2,19030,PA,26,5,1
3779,2060420,1,2,18929,PA,26,2,1
3780,2060643,2,2,46403,IN,18,3,5
3781,2060996,1,2,89030,NV,18,2,1
3782,2061633,1,2,19053,PA,19,2,7
3783,2061765,2,2,46408,IN,17,1,1
3784,2064378,1,2,19057,PA,18,2,1
3785,2064573,1,2,34203,FL,21,2,7
3786,2064606,1,2,7753,NJ,10,1,5
3787,2064653,1,2,71477,LA,15,5,7
3788,2065058,1,2,18252,PA,19,3,1
3789,2065972,2,2,78239,TX,16,5,1
3790,2066679,1,2,19054,PA,18,1,1
3791,2066753,1,2,71360,LA,16,2,1
3792,2066776,2,2,68111,NE,21,4,1
3793,2066912,1,1,79907,TX,13,3,1
3794,2066915,4,1,78040,TX,23,2,7
3795,2066941,1,2,71483,LA,13,3,1
3796,2064142,1,2,15944,PA,13,5,1
3797,2064190,2,2,27107,NC,21,1,1
3798,2064501,1,2,33416,FL,21,3,1
3799,2064662,1,2,33467,FL,19,6,1
3800,2064775,2,2,27105,NC,4,3,1
3801,2064801,1,2,94402,CA,27,2,6
3802,2065034,2,2,30815,GA,13,3,1
3803,2065042,1,2,8090,NJ,10,1,1
3804,2065120,1,2,8012,NJ,26,2,1
3805,2065758,1,2,28356,NC,23,4,1
3806,2065903,1,2,8080,NJ,27,4,1
3807,2066057,2,2,27101,NC,18,1,4
3808,2066178,1,2,75771,TX,18,3,7
3809,2066438,1,2,37616,TN,10,4,1
3810,2066476,1,2,28001,NC,11,1,7
3811,2066933,1,2,40502,KY,8,1,1
3812,2067085,1,2,94063,CA,11,1,7
3813,2051577,2,2,46224,IN,13,3,1
3814,2051581,1,2,46237,IN,13,1,1
3815,2052565,1,2,78957,TX,26,5,1
3816,2053834,1,2,8361,NJ,27,5,1
3817,2054182,1,2,18071,PA,26,2,1
3818,2054290,1,2,95415,CA,15,1,1
3819,2054851,3,2,2111,MA,27,1,6
3820,2054965,1,2,95490,CA,18,2,1
3821,2055706,1,2,8361,NJ,8,1,1
3822,2056036,1,2,18071,PA,17,2,1
3823,2057126,1,2,95470,CA,8,1,1
3824,2057516,1,2,18255,PA,8,1,3
3825,2057734,1,2,95469,CA,13,1,1
3826,2058946,4,2,95482,CA,11,2,1
3827,2059153,1,2,95470,CA,17,2,1
3828,2064168,1,2,76106,TX,18,3,1
3829,2064546,2,2,48336,MI,23,3,5
3830,2064664,1,2,28721,NC,19,2,1
3831,2059189,1,2,18013,PA,21,3,1
3832,2059794,1,2,18017,PA,10,2,1
3833,2059966,1,2,18042,PA,16,2,1
3834,2059976,1,2,18017,PA,21,2,5
3835,2060044,2,2,21209,MD,3,1,6
3836,2060549,1,2,8083,NJ,23,4,1
3837,2060769,1,2,24502,VA,18,1,5
3838,2062086,4,1,11901,NY,13,3,1
3839,2062151,1,2,21040,MD,4,2,1
3840,2062822,1,2,11778,NY,13,4,1
3841,2062921,1,2,10705,NY,11,1,5
3842,2063009,1,2,24501,VA,21,2,1
3843,2064195,1,2,32548,FL,13,4,1
3844,2064444,3,2,8002,NJ,23,2,5
3845,2064498,1,2,32564,FL,10,2,1
3846,2064809,1,2,18013,PA,21,2,1
3847,2064857,1,2,4280,ME,15,1,1
3848,2064927,1,2,38018,TN,19,1,1
3849,2064808,2,2,19140,PA,6,1,1
3850,2064875,1,2,4039,ME,16,1,3
3851,2064886,1,2,33707,FL,17,1,5
3852,2065370,4,2,20009,DC,27,2,1
3853,2065532,1,2,54110,WI,19,2,1
3854,2065796,2,2,20011,DC,26,2,1
3855,2065863,2,2,19147,PA,13,1,5
3856,2065864,2,2,19151,PA,13,1,1
3857,2066114,1,2,71037,LA,23,4,1
3858,2066234,1,2,19119,PA,10,1,6
3859,2066824,1,2,78572,TX,11,1,7
3860,2066845,1,1,95050,CA,27,3,1
3861,2067165,1,2,19136,PA,16,1,5
3862,2067347,2,2,19144,PA,16,1,1
3863,2067854,3,2,95032,CA,27,4,1
3864,2067855,2,2,19150,PA,18,2,1
3865,2067971,1,2,19152,PA,11,2,1
3866,2067986,2,2,19150,PA,23,3,1
3867,2064883,1,2,76039,TX,21,3,1
3868,2064977,1,2,31088,GA,10,1,1
3869,2065267,2,2,76107,TX,23,3,1
3870,2065509,2,2,29205,SC,16,2,1
3871,2065545,1,2,46227,IN,11,1,1
3872,2065766,2,2,30238,GA,26,7,1
3873,2066263,1,2,8360,NJ,23,3,1
3874,2066536,1,2,24712,WV,21,2,1
3875,2066565,1,2,37388,TN,23,5,1
3876,2066586,2,2,76016,TX,18,1,1
3877,2066676,1,2,18235,PA,23,2,5
3878,2066957,1,2,37355,TN,18,2,1
3879,2067265,1,2,24740,WV,16,2,7
3880,2067279,1,2,74601,OK,6,1,2
3881,2067839,2,2,66605,KS,19,1,1
3882,2068392,1,2,33594,FL,13,2,7
3883,2069224,1,2,33594,FL,18,2,1
3884,2070035,1,2,76107,TX,23,2,5
3885,2052055,1,2,60448,IL,8,1,1
3886,2052838,4,1,92377,CA,13,1,5
3887,2052978,1,2,91709,CA,23,5,1
3888,2053041,1,2,92321,CA,21,1,1
3889,2053044,1,2,92336,CA,23,2,1
3890,2053054,4,1,92404,CA,17,5,1
3891,2053076,1,2,92536,CA,13,4,7
3892,2054841,2,2,95209,CA,21,1,1
3893,2055265,1,2,91784,CA,26,4,1
3894,2056512,1,2,92410,CA,21,2,1
3895,2056554,1,2,84319,UT,26,2,1
3896,2057307,4,1,95060,CA,27,4,1
3897,2059393,1,2,85233,AZ,23,4,1
3898,2059655,1,2,85020,AZ,21,1,1
3899,2064332,4,1,92407,CA,26,4,1
3900,2064352,2,2,33167,FL,21,2,1
3901,2064966,1,2,87107,NM,23,4,1
3902,2065346,1,2,35244,AL,27,2,1
